name,num_downloads,owners_and_repo
ngx-indexed-db,10727,assuncaocharles/ngx-indexed-db
type-tagger,10726,iov-one/type-tagger
pidof,10723,calmh/node-pidof
sylvanas,10723,umijs/sylvanas
@rmwc/ripple,10722,jamesmfriedman/rmwc
prettier-tslint,10721,azz/prettier-tslint
highcharts-ng,10717,pablojim/highcharts-ng
react-native-map-clustering,10716,venits/react-native-map-clustering
graphql-codegen-plugin-helpers,10714,dotansimha/graphql-code-generator
@segment/fmt,10711,segmentio/fmt
basscss-grid,10708,basscss/basscss
gatsby-plugin-smoothscroll,10708,freddydumont/gatsby-plugin-smoothscroll
vue-tables-2,10707,matfish2/vue-tables-2
dataloader-sequelize,10706,
pug-html-loader,10706,willyelm/pug-html-loader
@grapecity/wijmo.grid,10706,
passport-saml-metadata,10706,compwright/passport-saml-metadata
domurl,10705,Mikhus/domurl
json-web-token,10704,joaquimserafim/json-web-token
require-and-forget,10704,bahmutov/require-and-forget
typed-vuex,10703,danielroe/nuxt-typed-vuex
@pnpm/headless,10703,pnpm/pnpm
eslint-bamboo-formatter,10702,voidberg/eslint-bamboo-formatter
typographic-en-dashes,10702,iamstarkov/typographic-en-dashes
typographic-em-dashes,10701,iamstarkov/typographic-em-dashes
rfile,10701,ForbesLindesay/rfile
number-abbreviate,10698,domharrington/js-number-abbreviate
react-ranger,10697,react-tools/react-ranger
basscss-border,10697,basscss/basscss
ipfs-repo-migrations,10697,ipfs/js-ipfs-repo-migrations
eslint-plugin-cdk,10696,
@types/hapi__cookie,10695,DefinitelyTyped/DefinitelyTyped
http-close,10689,tellnes/http-close
knex-db-manager,10689,Vincit/knex-db-manager
ember-cli-deploy-s3-index,10689,ember-cli-deploy/ember-cli-deploy-s3-index
burrito,10688,substack/node-burrito
precision,10687,bendrucker/precision
shortstop-handlers,10686,krakenjs/shortstop-handlers
@leafygreen-ui/icon,10686,
polyshim,10686,paulzi/polyshim
esnext,10683,resugar/resugar
webpack-serve,10683,shellscape/webpack-serve
aes256,10683,JamesMGreene/node-aes256
@briebug/jest-schematic,10681,briebug/jest-schematic
testcafe-reporter-cucumber-json,10679,hdorgeval/testcafe-reporter-cucumber-json
openmoji,10676,hfg-gmuend/openmoji
@types/react-credit-cards,10676,DefinitelyTyped/DefinitelyTyped
@bitjourney/check-es-version-webpack-plugin,10675,bitjourney/check-es-version-webpack-plugin
@adonisjs/ioc-transformer,10675,adonisjs/ioc-transformer
@types/react-scrollspy,10670,DefinitelyTyped/DefinitelyTyped
sass-easing,10668,dmnsgn/sass-easing
@microsoft/node-core-library,10668,microsoft/rushstack
inquirer-file-tree-selection-prompt,10668,anc95/inquirer-file-tree-selection
@frontapp/ui-bridge,10668,
@kusto/monaco-kusto,10667,Azure/monaco-kusto
cacheman-redis,10665,cayasso/cacheman-redis
@eva-design/dss,10664,eva-design/eva
@financial-times/n-logger,10663,Financial-Times/n-logger
waitress,10663,ifit/waitress
bigdecimal,10662,iriscouch/bigdecimal.js
@eva-design/processor,10662,eva-design/eva
react-interpolate-component,10660,martinandert/react-interpolate-component
bagpipes,10659,apigee-127/bagpipes
class-extend,10658,SBoudrias/class-extend
kefir-bus,10658,Macil/kefir-bus
request-ntlm-promise,10655,matrus2/request-ntlm
@syncfusion/ej2-gantt,10655,
@wordpress/jest-puppeteer-axe,10654,WordPress/gutenberg
@aws-cdk/aws-codestar,10652,aws/aws-cdk
@types/react-native-actionsheet,10650,DefinitelyTyped/DefinitelyTyped
hasher,10650,millermedeiros/Hasher
grunt-extract-sourcemap,10649,duereg/grunt-extract-sourcemap
json-size,10648,bendrucker/json-size
parse-exponential,10648,bendrucker/parse-exponential
minify-html-literals,10646,asyncLiz/minify-html-literals
draft-js-linkify-plugin,10645,draft-js-plugins/draft-js-plugins
mongodb-version-manager,10645,mongodb-js/version-manager
@tds/core-heading,10643,telus/tds-core
assert-process-env,10641,danbriggs5/assert-process-env
sudo,10641,calmh/node-sudo
@types/zipcodes,10641,DefinitelyTyped/DefinitelyTyped
monk-middleware-options,10640,Automattic/monk
monk-middleware-fields,10639,Automattic/monk
atom-space-pen-views,10639,atom/atom-space-pen-views
ngx-colors,10638,KroneCorylus/ngx-colors
react-social-login-buttons,10638,MichalSzorad/react-social-login-buttons
monk-middleware-cast-ids,10637,Automattic/monk
monk-middleware-wait-for-connection,10637,Automattic/monk
monk-middleware-query,10635,Automattic/monk
@nomiclabs/ethereumjs-vm,10632,nomiclabs/ethereumjs-vm
node-excel-export,10632,andreyan-andreev/node-excel-export
@leafygreen-ui/hooks,10631,
jest-expo-enzyme,10630,expo/expo
each,10629,adaltas/node-each
typographic-ellipses,10628,iamstarkov/typographic-ellipses
storeon,10628,storeon/storeon
react-native-color-matrix-image-filters,10624,iyegoroff/react-native-color-matrix-image-filters
nuxt-helmet,10624,victor-perez/nuxt-helmet
react-css-themr,10623,javivelasco/react-css-themr
typographic-apostrophes-for-possessive-plurals,10623,iamstarkov/typographic-apostrophes-for-possessive-plurals
@parcel/babel-preset-env,10622,parcel-bundler/parcel
fluture,10622,fluture-js/Fluture
dynamodb-lock-client,10622,tristanls/dynamodb-lock-client
typographic-apostrophes,10621,iamstarkov/typographic-apostrophes
net-snmp,10621,nospaceships/node-net-snmp
parse-literals,10621,asyncLiz/parse-literals
@trust/webcrypto,10621,anvilresearch/webcrypto
netjet,10620,cloudflare/netjet
@types/pizzip,10619,DefinitelyTyped/DefinitelyTyped
@voxpelli/semver-set,10616,
svg2pdf.js,10613,yWorks/svg2pdf.js
@ndhoule/every,10612,ndhoule/every
word-wrapper,10612,mattdesl/word-wrapper
@syncfusion/ej2-diagrams,10612,syncfusion/ej2-javascript-ui-controls
jest-json-reporter2,10605,vernak2539/jest-json-reporter2
@types/touch,10605,DefinitelyTyped/DefinitelyTyped
heroku-cli-addons,10605,heroku/heroku-cli-addons
basscss-margin,10604,basscss/basscss
@autorest/powershell,10603,Azure/autorest.powershell
graphql-validation-complexity,10602,4Catalyzer/graphql-validation-complexity
@procore/core-react,10598,procore/core
ember-cli-deploy-manifest,10598,ember-cli-deploy/ember-cli-deploy-manifest
lemons,10598,nvie/lemons.js
intl-list-format,10596,wessberg/intl-list-format
imapflow,10596,nodemailer/imapflow
ruglify,10595,ForbesLindesay/ruglify
sassdoc,10595,SassDoc/sassdoc
basscss-layout,10595,basscss/basscss
basscss-position,10595,basscss/basscss
@atlaskit/reduced-ui-pack,10594,atlassian/atlaskit-mk-2
@coreui/coreui-plugin-chartjs-custom-tooltips,10592,
patternomaly,10591,ashiguruma/patternomaly
@hapi/glue,10590,hapijs/glue
just-validate,10590,horprogs/Just-validate
hirestime,10589,seriousManual/hirestime
webvr-polyfill,10588,immersive-web/webvr-polyfill
react-parallax-tilt,10588,mkosir/react-parallax-tilt
lodash.split,10587,lodash/lodash
typescript-cached-transpile,10585,cspotcode/personal-monorepo
basscss-typography,10584,basscss/basscss
googlemaps,10583,moshen/node-googlemaps
basscss-padding,10583,basscss/basscss
@atlaskit/drawer,10583,atlassian/atlaskit-mk-2
@types/cordova-plugin-insomnia,10580,DefinitelyTyped/DefinitelyTyped
fun-hooks,10580,snapwich/fun-hooks
cross-os,10579,milewski/cross-os
@rauschma/stringio,10577,rauschma/stringio
hot-accept-webpack-plugin,10576,artemirq/hot-accept-webpack-plugin
@atlaskit/icon-object,10575,atlassian/atlaskit-mk-2
easygettext,10574,Polyconseil/easygettext
sassdoc-theme-default,10573,SassDoc/sassdoc-theme-default
visjs-network,10572,visjs-community/visjs-network
twitter-lite,10572,draftbit/twitter-lite
react-sound,10569,leoasis/react-sound
@pollyjs/adapter-fetch,10568,
@types/chai-almost,10567,DefinitelyTyped/DefinitelyTyped
dotgitconfig,10566,xudafeng/dotgitconfig
@syncfusion/ej2-documenteditor,10565,syncfusion/ej2-javascript-ui-controls
@polymer/iron-dropdown,10564,PolymerElements/iron-dropdown
enjoi,10564,tlivings/enjoi
node-opcua-types,10563,node-opcua/node-opcua
ngx-pinch-zoom,10562,drozhzhin-n-e/ngx-pinch-zoom
mongodb-runner,10561,mongodb-js/runner
grunt-jsonlint,10561,brandonramirez/grunt-jsonlint
ohm-js,10560,harc/ohm
@types/zenscroll,10559,DefinitelyTyped/DefinitelyTyped
jest-mock-process,10558,EpicEric/jest-mock-process
mongodb-download,10554,winfinit/mongodb-download
express-generator,10551,expressjs/generator
basscss-flexbox,10550,basscss/basscss
tree-sitter,10547,tree-sitter/node-tree-sitter
monk-middleware-handle-callback,10547,Automattic/monk
mp4box,10546,gpac/mp4box.js
@ckeditor/ckeditor5-inspector,10545,ckeditor/ckeditor5-inspector
@aws-cdk/aws-iotevents,10545,aws/aws-cdk
protractor-html-screenshot-reporter,10545,jintoppy/protractor-html-screenshot-reporter
@webex/plugin-rooms,10543,
@syncfusion/ej2-angular-buttons,10543,syncfusion/ej2-angular-ui-components
@sky-uk/eslint-config-sky,10542,
wink-distance,10542,winkjs/wink-distance
launchdarkly-node-server-sdk-dynamodb,10542,launchdarkly/node-server-sdk-dynamodb
autoprefixer-loader,10539,passy/autoprefixer-loader
tsconfig-replace-paths,10539,jonkwheeler/tsconfig-replace-paths
do-wrapper,10537,matt-major/do-wrapper
webpack-flush-chunks,10536,faceyspacey/webpack-flush-chunks
google-translate,10535,Localize/node-google-translate
preact-markup,10535,developit/preact-markup
preact-rheostat,10534,airbnb/rheostat
fft.js,10534,indutny/fft.js
checkit,10531,tgriesser/checkit
@material-ui/codemod,10530,mui-org/material-ui
react-simple-image-viewer,10530,
@types/wordpress__components,10529,DefinitelyTyped/DefinitelyTyped
@inquirer/core,10526,SBoudrias/Inquirer.js
coveo.analytics,10525,coveo/coveo.analytics.js
@essentials/memoize-one,10524,jaredLunde/essentials
all-the-cities,10522,zeke/all-the-cities
delete,10522,jonschlinkert/delete
cdocparser,10522,FWeinb/CDocParser
express-ejs-layouts,10520,soarez/express-ejs-layouts
node-opcua-crypto,10519,node-opcua/node-opcua-crypto
vmsg,10519,Kagami/vmsg
jquery.fancytree,10519,mar10/fancytree
words-to-numbers,10518,finnfiddle/words-to-numbers
@ui-kitten/components,10516,akveo/react-native-ui-kitten
dmn-moddle,10516,bpmn-io/dmn-moddle
fancy-log-levels,10514,JoelEllis/fancy-log
ngx-page-scroll,10514,Nolanus/ngx-page-scroll
cytoscape-cose-bilkent,10513,cytoscape/cytoscape.js-cose-bilkent
mongodb-topology-manager,10512,mongodb-js/mongodb-topology-manager
source-sans-pro,10512,adobe-fonts/source-sans-pro
native-dns-packet,10509,tjfontaine/native-dns-packet
rollup-plugin-flow,10507,leebyron/rollup-plugin-flow
aurelia-task-queue,10506,aurelia/task-queue
mojangson,10505,rom1504/node-mojangson
@types/lodash.mapkeys,10505,
@types/react-cookies,10505,
adonis-preset-ts,10502,AdonisCommunity/adonis-preset-ts
typescript-http-client,10501,taktik/typescript-http-client
greedy-interval-packer,10500,One-com/greedy-interval-packer
aurelia-path,10500,aurelia/path
@heroku/linewrap,10498,heroku/node-linewrap
rfc6902-ordered,10495,kellyselden/rfc6902-ordered
react-currency-input,10495,jsillitoe/react-currency-input
jsum,10494,fraunhoferfokus/JSum
fernet,10493,
@pnpm/npm-resolver,10491,pnpm/pnpm
timelines-chart,10489,vasturiano/timelines-chart
lodash.fill,10486,lodash/lodash
search-query-parser,10485,nepsilon/search-query-parser
stream-read,10484,micnews/stream-read
air-datepicker,10484,t1m0n/air-datepicker
@types/squirrelly,10484,DefinitelyTyped/DefinitelyTyped
@maizzle/framework,10482,maizzle/framework
eslint-plugin-extra-rules,10481,bahmutov/eslint-rules
rapidoc,10481,mrin9/RapiDoc
modernizr-loader,10480,peerigon/modernizr-loader
esformatter-jsx,10475,royriojas/esformatter-jsx
inflect,10474,MSNexploder/inflect
ember-cli-get-dependency-depth,10474,
mui-rff,10473,lookfirst/mui-rff
wowjs,10473,matthieua/WOW
perimeterx-node-express,10469,PerimeterX/perimeterx-node-express
@inquirer/input,10467,SBoudrias/Inquirer.js
react-twemoji,10467,ZxMYS/react-twemoji
mongodb-prebuilt,10467,winfinit/mongodb-prebuilt
lodash.intersectionby,10462,lodash/lodash
robotstxt-webpack-plugin,10461,itgalaxy/robotstxt-webpack-plugin
react-router-sitemap,10458,kuflash/react-router-sitemap
saucelabs-connector,10457,DevExpress/saucelabs-connector
ember-ignore-children-helper,10457,ef4/ember-ignore-children-helper
@feathersjs/authentication-oauth,10454,feathersjs/feathers
flow-coverage-report,10451,rpl/flow-coverage-report
widdershins,10449,Mermade/widdershins
eslint-config-erb,10449,electron-react-boilerplate/eslint-config-erb
@rdfjs/term-set,10448,rdfjs-base/term-set
eslint-config-ts-important-stuff,10447,joeldenning/eslint-config-ts-important-stuff
ember-debug-handlers-polyfill,10446,rwjblue/ember-debug-handlers-polyfill
eslint-plugin-small-import,10446,JonnyBurger/eslint-plugin-react-native-normalized
semantic-release-plus,10445,semantic-release-plus/semantic-release
highcharts-border-radius,10443,bellstrand/highcharts-border-radius
jspm-npm,10443,jspm/npm
nodemailer-mock,10443,doublesharp/nodemailer-mock
@polymer/paper-menu-button,10442,PolymerElements/paper-menu-button
snazzy-info-window,10441,atmist/snazzy-info-window
vuex-mock-store,10440,posva/vuex-mock-store
react-native-schemes-manager,10439,thekevinbrown/react-native-schemes-manager
bootstrap.native,10437,thednp/bootstrap.native
array.prototype.fill,10437,ahutchings/Array.prototype.fill
synchronized-promise,10436,Yukaii/synchronized-promise
@portis/web3-provider-engine,10434,
@ember-intl/broccoli-cldr-data,10433,ember-intl/broccoli-cldr-data
aws-kinesis-agg,10433,awslabs/kinesis-aggregation
@types/office-runtime,10433,DefinitelyTyped/DefinitelyTyped
its-set,10432,finnfiddle/its-set
jspm-github,10432,jspm/github
stifle,10431,twobitfool/stifle
v-lazy-image,10430,alexjoverm/v-lazy-image
@mollie/api-client,10426,mollie/mollie-api-node
typescript-rest,10425,thiagobustamante/typescript-rest
toarray,10425,crcn-archive/toarray.js
@woocommerce/woocommerce-rest-api,10424,
@types/lodash.noop,10422,DefinitelyTyped/DefinitelyTyped
react-fade-in,10417,gkaemmer/react-fade-in
@open-wc/eslint-config,10416,open-wc/open-wc
language-icons,10414,AnandChowdhary/language-icons
filepond-plugin-image-resize,10412,pqina/filepond-plugin-image-resize
js-calendar,10411,SergioCrisostomo/js-calendar
@atlaskit/icon-file-type,10410,atlassian/atlaskit-mk-2
@types/gravatar,10408,DefinitelyTyped/DefinitelyTyped
esformatter-ignore,10407,royriojas/esformatter-ignore
@types/lscache,10406,DefinitelyTyped/DefinitelyTyped
mocha-clean,10403,rstacruz/mocha-clean
three-forcegraph,10402,vasturiano/three-forcegraph
ix,10398,ReactiveX/IxJS
react-animated-dots,10398,amandeepmittal/react-animated-dots
date-fn,10396,
minecraft-folder-path,10396,simonmeusel/minecraft-folder-path
@commercetools-uikit/utils,10395,
easygraphql-tester,10395,EasyGraphQL/easygraphql-tester
techne,10395,SAP/techne
@rmwc/icon,10394,jamesmfriedman/rmwc
jenkins,10392,silas/node-jenkins
mongoose-auto-increment,10392,chevtek/mongoose-auto-increment
aurelia-polyfills,10388,aurelia/polyfills
@types/flush-write-stream,10387,DefinitelyTyped/DefinitelyTyped
inherits-ex,10384,snowyu/inherits-ex.js
babel-preset-preact,10384,developit/babel-preset-preact
replace-in-files,10379,wj42ftns/replace-in-files
cordova-js,10378,apache/cordova-js
ajax-bootstrap-select,10377,truckingsim/Ajax-Bootstrap-Select
gaussian,10377,errcw/gaussian
gulp-file-include,10376,haoxins/gulp-file-include
antd-theme-generator,10375,mzohaibqc/antd-theme-generator
@rdfjs/to-ntriples,10374,
serverless-sentry-lib,10373,arabold/serverless-sentry-lib
formik-antd,10373,jannikbuschke/formik-antd
webpack-nano,10373,shellscape/webpack-nano
@neuralegion/cypress-har-generator,10372,NeuraLegion/cypress-har-generator
view-design,10371,view-design/ViewUI
@types/forever-monitor,10369,DefinitelyTyped/DefinitelyTyped
loopback-connector-mysql,10366,strongloop/loopback-connector-mysql
vue-cli-plugin-axios,10365,
codesandboxer,10363,codesandbox/codesandboxer
google-closure-deps,10363,google/closure-library
vue-yandex-maps,10362,PNKBizz/vue-yandex-map
network-address,10361,mafintosh/network-address
turf-inside,10360,Turfjs/turf-inside
waterline-sql-builder,10358,sailshq/waterline-sql-builder
ee-class,10358,eventEmitter/ee-class
win-spawn,10356,ForbesLindesay-Unmaintained/win-spawn
chrome-webstore-upload,10354,DrewML/chrome-webstore-upload
vue-line-clamp,10353,Frondor/vue-line-clamp
textlint-plugin-html,10353,textlint/textlint-plugin-html
@vtex/tsconfig,10352,
@types/lodash.flow,10346,DefinitelyTyped/DefinitelyTyped
super-split,10346,F1LT3R/super-split
@web-types/vue,10345,JetBrains/web-types
simplebar-angular,10345,
wikibase-sdk,10342,maxlath/wikibase-sdk
honeybadger-js,10341,honeybadger-io/honeybadger-js
canvas-toBlob,10341,eligrey/canvas-toBlob.js
@types/i18next-xhr-backend,10340,DefinitelyTyped/DefinitelyTyped
@types/safe-compare,10339,DefinitelyTyped/DefinitelyTyped
jhipster-core,10339,jhipster/jhipster-core
passport-discord,10337,nicholastay/passport-discord
react-native-phone-input,10336,thegamenicorus/react-native-phone-input
safe-wipe,10336,themeleon/safe-wipe
balena-semver,10336,
datocms-client,10333,datocms/js-datocms-client
@web3-react/portis-connector,10332,NoahZinsmeister/web3-react
auditjs,10329,sonatype-nexus-community/auditjs
csv-reader,10329,danielgindi/node-csv-reader
grunt-bower-task,10327,yatskevich/grunt-bower-task
chai-xml,10327,krampstudio/chai-xml
qtip2,10327,qTip2/qTip2
encode-3986,10326,m59peacemaker/js-encode-3986
pino-elasticsearch,10324,pinojs/pino-elasticsearch
manrope,10324,sharanda/manrope
capture-console,10324,whitfin/capture-console
@ngneat/content-loader,10323,ngneat/content-loader
@google/clasp,10321,google/clasp
node-fetch-retry,10319,greatjapa/node-fetch-retry
@prestashop-core/jquery.live-polyfill,10318,PrestaShop/jquery.live-polyfill
serverless-dynamodb-autoscaling,10317,sbstjn/serverless-dynamodb-autoscaling
react-remarkable,10315,acdlite/react-remarkable
yesql,10315,pihvi/yesql
@umijs/error-code-map,10315,umijs/error-code-map
@uniswap/sdk,10315,Uniswap/uniswap-sdk
express-jsonschema,10312,trainiac/express-jsonschema
jquery-circle-progress,10310,kottenator/jquery-circle-progress
angular-pipes,10309,fknop/angular-pipes
gulp-each,10308,catdad/gulp-each
@types/node-os-utils,10307,DefinitelyTyped/DefinitelyTyped
prettier-plugin-package,10305,shellscape/prettier-plugin-package
ngxs-reset-plugin,10304,ng-turkey/ngxs-reset-plugin
ember-power-select-with-create,10304,cibernox/ember-power-select-with-create
@salesforce/design-system-react,10302,salesforce/design-system-react
jsx-to-string,10301,grommet/jsx-to-string
fastify-express,10299,fastify/fastify-express
bash-language-server,10299,mads-hartmann/bash-language-server
hubot-heroku-keepalive,10298,hubot-scripts/hubot-heroku-keepalive
@alifd/next,10298,alibaba-fusion/next
basscss-hide,10296,basscss/basscss
eslint-detailed-reporter,10296,mportuga/eslint-detailed-reporter
cucumber-json-merge,10295,bitcoder/cucumber-json-merge
@bazel/protractor,10294,bazelbuild/rules_nodejs
gatsby-plugin-react-helmet-async,10292,Collabsalot/gatsby-plugin-react-helmet-async
libs-dogstatsd,10290,makinoy/libs-dogstatsd
ng-sortable,10287,a5hik/ng-sortable
readdir,10285,steveukx/readdir.js
lerna-audit,10282,
argle,10281,whitfin/argle
@types/hashids,10278,DefinitelyTyped/DefinitelyTyped
less-cache,10278,atom/less-cache
remark-disable-tokenizers,10278,zestedesavoir/zmarkdown
node-csv,10277,
@bbob/plugin-helper,10276,JiLiZART/bbob
wow.js,10275,matthieua/WOW
bunker,10275,substack/node-bunker
ember-qunit-nice-errors,10274,wyeworks/ember-qunit-nice-errors
crypto2,10273,thenativeweb/crypto2
@stryker-mutator/mocha-runner,10272,stryker-mutator/stryker
@atlaskit/empty-state,10272,atlassian/atlaskit-mk-2
@larscom/ngx-translate-module-loader,10271,larscom/ngx-translate-module-loader
jasny-bootstrap,10271,jasny/bootstrap
gapi,10270,phated/node-gapi
masonic,10269,jaredLunde/masonic
@microsoft/sp-office-ui-fabric-core,10267,
redux-starter-kit,10267,reduxjs/redux-toolkit
rollup-plugin-eslint,10266,TrySound/rollup-plugin-eslint
pngcrush-bin,10266,imagemin/pngcrush-bin
@types/memory-pager,10263,DefinitelyTyped/DefinitelyTyped
grunt-injector,10263,klei/grunt-injector
@bandwidth/messaging,10262,Bandwidth/node-messaging
flow-upgrade,10260,facebook/flow
@stackblitz/sdk,10260,
util-ex,10259,snowyu/util-ex.js
angular-file,10257,AckerApple/angular-file
fontawesome,10257,moqmar/node-fontawesome
p-do-whilst,10256,sindresorhus/p-do-whilst
@silvermine/serverless-plugin-cloudfront-lambda-edge,10255,silvermine/serverless-plugin-cloudfront-lambda-edge
ng2-dnd,10255,akserg/ng2-dnd
capacitor-secure-storage-plugin,10252,martinkasa/capacitor-secure-storage-plugin
fastify-healthcheck,10251,smartiniOnGitHub/fastify-healthcheck
rocambole-node-remove,10251,sindresorhus/rocambole-node-remove
@types/splunk-logging,10251,DefinitelyTyped/DefinitelyTyped
@carbon/pictograms-react,10249,carbon-design-system/carbon
react-qr-svg,10249,no23reason/react-qr-svg
instabug-reactnative,10249,Instabug/Instabug-React-Native
fs-utils,10246,jonschlinkert/fs-utils
@types/react-no-ssr,10246,DefinitelyTyped/DefinitelyTyped
aurelia-loader,10246,aurelia/loader
@twilio-paste/types,10245,
tty-aware-progress,10243,bkniffler/tty-aware-progress
@microsoft/gulp-core-build-webpack,10242,microsoft/rushstack
tailwindcss-debug-screens,10242,
fastify-url-data,10242,fastify/fastify-url-data
round,10240,bendrucker/round.js
yuicompressor,10240,yui/yuicompressor
karma-selenium-launcher,10238,minsoju/karma-selenium-launcher
imgix.js,10238,imgix/imgix.js
fb-babel-plugin-utils,10237,facebookincubator/fbt
beepbeep,10236,feross/beepbeep
video-worker,10235,nk-o/video-worker
react-native-udp,10234,tradle/react-native-udp
@ngx-i18nsupport/tooling,10233,martinroob/ngx-i18nsupport
@leafygreen-ui/emotion,10232,
vue-sidebar-menu,10232,yaminncco/vue-sidebar-menu
@types/iltorb,10231,
vue-numeric,10225,kevinongko/vue-numeric
@types/turf,10225,DefinitelyTyped/DefinitelyTyped
webpack-strip-block,10225,jballant/webpack-strip-block
@leafygreen-ui/portal,10224,
phone-formatter,10221,stevekinney/node-phone-formatter
faktory-worker,10220,jbielick/faktory_worker_node
tcomb-doc,10220,gcanti/tcomb-doc
@ts-common/virtual-fs,10218,ts-common/virtual-fs
@spartacus/schematics,10218,
sha512crypt-node,10217,mvo5/sha512crypt-node
use-breakpoint,10216,iiroj/use-breakpoint
common-errors,10215,shutterstock/node-common-errors
markdown-it-highlightjs,10215,valeriangalliat/markdown-it-highlightjs
good-console,10213,hapijs/good-console
javascript-detect-element-resize,10211,sdecima/javascript-detect-element-resize
bootstrap-validator,10208,1000hz/bootstrap-validator
flake-idgen,10205,T-PWK/flake-idgen
ember-cli-less,10205,gpoitch/ember-cli-less
@types/oboe,10202,
videojs-contrib-eme,10201,
ng-http-loader,10201,mpalourdio/ng-http-loader
linaria,10198,callstack/linaria
yenv,10198,jeffijoe/yenv
@aws-cdk/alexa-ask,10197,aws/aws-cdk
expo-2d-context,10196,expo/expo-2d-context
axios-observable,10196,zhaosiyang/axios-observable
@ndhoule/arity,10195,ndhoule/arity
@types/lodash.escape,10194,DefinitelyTyped/DefinitelyTyped
prismarine-world,10193,PrismarineJS/prismarine-world
node-opcua-service-discovery,10192,node-opcua/node-opcua
@aws-cdk/aws-accessanalyzer,10190,aws/aws-cdk
@ndhoule/after,10190,ndhoule/after
@wessberg/ts-clone-node,10189,wessberg/ts-clone-node
@elastic/eslint-plugin-eui,10187,elastic/eui
@zendeskgarden/container-focusvisible,10185,zendeskgarden/react-containers
ts-retry,10181,franckLdx/ts-retry
@types/getopts,10179,DefinitelyTyped/DefinitelyTyped
import-export,10179,Macmee/import-export
@vaadin/vaadin-core-shrinkwrap,10178,
element-scroll-polyfill,10178,idmadj/element-scroll-polyfill
cowsay,10176,piuccio/cowsay
vscode-extension-tester,10176,redhat-developer/vscode-extension-tester
tslint-immutable,10175,jonaskello/tslint-immutable
@expo/next-adapter,10175,expo/expo-cli
agent-phin,10175,pxjohnny/agent-phin
@ethersproject/shims,10174,ethers-io/ethers.js
gatsby-remark-external-links,10170,JLongley/gatsby-remark-external-links
wdio-timeline-reporter,10169,QualityOps/wdio-timeline-reporter
@paprika/heading,10169,acl-services/paprika
@types/uniq,10168,
filepond-plugin-file-encode,10166,pqina/filepond-plugin-file-encode
react-localize-redux,10166,ryandrewjohnson/react-localize-redux
react-native-charts-wrapper,10164,wuxudong/react-native-charts-wrapper
rollup-plugin-inline-svg,10163,sionzeecz/rollup-plugin-inline-svg
@types/yandex-maps,10162,DefinitelyTyped/DefinitelyTyped
ampersand-view,10161,AmpersandJS/ampersand-view
to-hex,10160,miguelmota/to-hex
ghooks,10159,ghooks-org/ghooks
graphql-codegen-typescript-common,10158,dotansimha/graphql-code-generator
sql-highlight,10156,scriptcoded/sql-highlight
@codechecks/client,10155,codechecks/monorepo
ember-diff-attrs,10155,workmanw/ember-diff-attrs
@types/sparse-bitfield,10154,DefinitelyTyped/DefinitelyTyped
fbgraph,10153,criso/fbgraph
@webpack-cli/utils,10153,
@elastic/good,10152,elastic/good
eslint-plugin-jsx-control-statements,10152,vkbansal/eslint-plugin-jsx-control-statements
preact-custom-element,10152,preactjs/preact-custom-element
vue-plyr,10152,redxtech/vue-plyr
spawn-rx,10151,paulcbetts/spawn-rx
mongodb-collection-sample,10150,mongodb-js/collection-sample
babel-plugin-file-loader,10149,sheerun/babel-plugin-file-loader
@types/clear,10149,DefinitelyTyped/DefinitelyTyped
markdown-escape,10148,kemitchell/markdown-escape.js
karma-opera-launcher,10147,karma-runner/karma-opera-launcher
svg-intersections,10147,signavio/svg-intersections
ytdl-core-discord,10147,amishshah/ytdl-core-discord
angular-code-input,10146,AlexMiniApps/angular-code-input
@markuplint/ml-ast,10145,markuplint/markuplint
runforcover,10143,chrisdickinson/node-runforcover
mocha-sinon,10143,elliotf/mocha-sinon
@spartacus/styles,10141,SAP/cloud-commerce-spartacus-storefront
gulp-htmlhint,10139,bezoerb/gulp-htmlhint
ngx-img-fallback,10139,VadimDez/ngx-img-fallback
jquery-minicolors,10135,claviska/jquery-minicolors
botframework-directlinejs,10135,microsoft/BotFramework-DirectLineJS
koa-ratelimit,10133,koajs/ratelimit
ts-lint,10129,
node-opcua-pseudo-session,10129,node-opcua/node-opcua
@lwc/engine,10128,
tmp-graphql-config-extension-openapi,10128,graphql-config/graphql-config-extension-openapi
@zendeskgarden/react-forms,10127,zendeskgarden/react-components
verte,10127,
js-storage,10126,julien-maurel/js-storage
mock-raf,10124,FormidableLabs/mock-raf
@nextcloud/browserslist-config,10122,
tinysort,10121,Sjeiti/TinySort
@types/countries-and-timezones,10120,DefinitelyTyped/DefinitelyTyped
@aws-cdk/aws-iotanalytics,10119,aws/aws-cdk
@leafygreen-ui/tooltip,10118,
ampersand-collection-view,10118,AmpersandJS/ampersand-collection-view
leaked-handles,10117,Raynos/leaked-handles
chromy,10117,OnetapInc/chromy
@essentials/one-key-map,10115,jaredLunde/essentials
color-fns,10111,baianat/color-fns
@types/write-pkg,10111,DefinitelyTyped/DefinitelyTyped
node-opcua-data-access,10110,node-opcua/node-opcua
react-native-level-fs,10110,tradle/react-native-level-fs
stencil-inline-svg,10109,fabriciomendonca/stencil-inline-svg
sorted-json,10108,pastgift/sorted-json-js
@types/passport-github,10108,DefinitelyTyped/DefinitelyTyped
