name,num_downloads,owners_and_repo
vue-router-multiguard,10108,atanas-dev/vue-router-multiguard
dotparser,10102,anvaka/dotparser
lodash-core,10101,Sylvain59650/lodash-core
find-duplicated-property-keys,10097,SebastianG77/find-duplicated-property-keys
@procore/core-css,10097,procore/core
@rtsao/plugin-proposal-class-properties,10097,babel/babel
grunt-svgstore,10093,FWeinb/grunt-svgstore
@graphql-codegen/time,10093,dotansimha/graphql-code-generator
react-native-asset,10090,unimonkiez/react-native-asset
partial-compare,10087,defunctzombie/node-partial-compare
@leafygreen-ui/card,10085,
events-mixin,10084,HenrikJoreteg/events
react-native-firebase,10084,invertase/react-native-firebase
node-adm,10083,umano/node-adm
@types/parallel-transform,10083,DefinitelyTyped/DefinitelyTyped
posthtml-attrs-parser,10083,posthtml/posthtml-attrs-parser
random-number,10082,ashnur/random-number
ampersand-dom-bindings,10082,AmpersandJS/ampersand-dom-bindings
docco,10082,jashkenas/docco
react-native-star-rating,10081,djchie/react-native-star-rating
ampersand-dom,10081,AmpersandJS/ampersand-dom
@stimulus/test,10080,stimulusjs/stimulus
@percy/ember,10079,percy/ember-percy
epsagon-frameworks,10076,epsagon/epsagon-node-frameworks
tcomb-react,10075,gcanti/tcomb-react
turf-bbox,10073,Turfjs/turf
mediaelement,10070,mediaelement/mediaelement
devextreme-cldr-data,10069,
@polkadot/extension-inject,10068,
last-commit-log,10067,node-modules/last-commit-log
node-opcua-client-dynamic-extension-object,10066,node-opcua/node-opcua
@polymer/paper-item,10066,PolymerElements/paper-item
react-native-scrollable-tab-view,10066,ptomasroos/react-native-scrollable-tab-view
@syncfusion/ej2-angular-popups,10065,syncfusion/ej2-angular-ui-components
ethjs-contract,10064,ethjs/ethjs-contract
@aws-cdk/aws-directoryservice,10063,aws/aws-cdk
node-opcua-address-space,10063,node-opcua/node-opcua
fixpack,10062,HenrikJoreteg/fixpack
@types/heremaps,10062,DefinitelyTyped/DefinitelyTyped
ngraph.random,10062,anvaka/ngraph.random
couchbase,10062,couchbase/couchnode
gulp-jasmine,10061,sindresorhus/gulp-jasmine
@xboxreplay/xboxlive-auth,10061,XboxReplay/xboxlive-auth
@materia-ui/ngx-monaco-editor,10060,materiahq/ngx-monaco-editor
@reach/alert-dialog,10058,reach/reach-ui
gulp-prompt,10058,Freyskeyd/gulp-prompt
@syncfusion/ej2-pivotview,10056,syncfusion/ej2-javascript-ui-controls
@aws-cdk/aws-securityhub,10056,aws/aws-cdk
@types/unidecode,10056,DefinitelyTyped/DefinitelyTyped
next-session,10054,hoangvvo/next-session
coininfo,10054,cryptocoinjs/coininfo
@azure/openapi-markdown,10054,Azure/openapi-markdown
eslint-import-resolver-ts,10053,
can-reflect-promise,10053,canjs/can-reflect-promise
twostep,10053,2do2go/node-twostep
@aws-cdk/aws-qldb,10052,aws/aws-cdk
supertokens-website,10051,supertokens/supertokens-website
karma-mocha-snapshot,10051,localvoid/karma-mocha-snapshot
nuxt-svg-loader,10050,Developmint/nuxt-svg-loader
gherkin-formatter,10050,gherking/gherkin-formatter
karma-snapshot,10049,localvoid/karma-snapshot
lambda-warmer,10047,jeremydaly/lambda-warmer
@types/redux-immutable-state-invariant,10047,DefinitelyTyped/DefinitelyTyped
devexpress-reporting,10047,
planer,10046,lever/planer
@aws-cdk/aws-gamelift,10045,aws/aws-cdk
eslint-plugin-varspacing,10043,Ma27/eslint-plugin-varspacing
user-info,10043,sindresorhus/user-info
metascraper-date,10043,microlinkhq/metascraper
animated-number-react,10043,Leocardoso94/animated-number-react
gulp-jsdoc3,10042,mlucool/gulp-jsdoc3
@types/log-symbols,10042,DefinitelyTyped/DefinitelyTyped
@aws-cdk/aws-pinpointemail,10041,aws/aws-cdk
@c8y/client,10039,
@aws-cdk/aws-sdb,10038,aws/aws-cdk
react-native-bouncy-checkbox,10036,WrathChaos/react-native-bouncy-checkbox
@types/cpx,10036,DefinitelyTyped/DefinitelyTyped
prisma-db-introspection,10034,prisma/prisma
@aws-cdk/aws-appstream,10034,aws/aws-cdk
tstl,10034,samchon/tstl
react-native-print,10033,christopherdro/react-native-print
nuxt-typed-vuex,10033,danielroe/nuxt-typed-vuex
geodist,10032,cmoncrief/geodist
enum-values,10032,slavik57/enum-values
check-prop-types,10032,ratehub/check-prop-types
animated,10031,animatedjs/animated
@smui/ripple,10030,hperrin/svelte-material-ui
mongodb-version-list,10028,mongodb-js/mongodb-version-list
@octetstream/eslint-config,10026,octet-stream/eslint-config
elf-tools,10025,adelphes/elf-tools
@mapbox/hast-util-to-jsx,10024,mapbox/jsxtreme-markdown
define-options,10024,finn-no/define-options
@panter/vue-i18next,10024,panter/vue-i18next
backbone-validation,10023,thedersen/backbone.validation
check-yarn-lock,10021,ganimomer/check-yarn-lock
@types/express-mung,10021,DefinitelyTyped/DefinitelyTyped
miscreant,10016,miscreant/miscreant
@types/ledgerhq__hw-transport,10014,DefinitelyTyped/DefinitelyTyped
@web3-react/network-connector,10014,NoahZinsmeister/web3-react
@xboxreplay/errors,10014,XboxReplay/errors
tslint-clean-code,10013,Glavin001/tslint-clean-code
@aitodotai/json-stringify-pretty-compact,10013,AitoDotAI/json-stringify-pretty-compact
gulp-rev-all,10012,smysnk/gulp-rev-all
@microsoft/sp-build-core-tasks,10012,
gulp-inline-source,10011,fmal/gulp-inline-source
rete-keyboard-plugin,10011,
mongojs,10009,mongo-js/mongojs
kramed,10009,GitbookIO/kramed
@apla/clickhouse,10008,apla/node-clickhouse
@aws-cdk/aws-datapipeline,10006,aws/aws-cdk
@elastic/makelogs,10005,elastic/makelogs
@types/base64url,10001,
@aws-cdk/aws-dlm,10000,aws/aws-cdk
basscss-align,9999,basscss/align
scss-loader,9999,
nbdime-jupyterlab,9997,jupyter/nbdime
@aws-cdk/aws-opsworkscm,9997,aws/aws-cdk
cordova-plugin-fingerprint-aio,9996,NiklasMerz/cordova-plugin-fingerprint-aio
vscode-debugadapter,9993,microsoft/vscode-debugadapter-node
@aws-cdk/aws-greengrass,9991,aws/aws-cdk
calendar,9989,ramalho/calendar.js
vue-intercom,9988,johnnynotsolucky/vue-intercom
@nuxtjs/google-tag-manager,9988,nuxt-community/modules
vis-uuid,9986,visjs/vis-uuid
pixi-filters,9985,pixijs/pixi-filters
@types/reach__visually-hidden,9985,DefinitelyTyped/DefinitelyTyped
basscss-type-scale,9984,basscss/basscss
@11ty/eleventy-navigation,9983,11ty/eleventy-navigation
@maizzle/cli,9983,maizzle/cli
ua_parser,9983,html5crew/ua_parser
@types/react-wait,9983,DefinitelyTyped/DefinitelyTyped
async-chain-proxy,9982,OnetapInc/async-chain-proxy
barcode-detector,9981,
@omnia/fx-sp,9980,preciofishbone/Omnia-Foundation
@types/express-list-endpoints,9980,
swagger-node-runner,9979,apigee-127/swagger-node-runner
pass-stream,9978,jeffbski/pass-stream
@trendyol/jest-testcontainers,9977,Trendyol/jest-testcontainers
winston-aws-cloudwatch,9973,timdp/winston-aws-cloudwatch
react-instantsearch-dom-maps,9973,algolia/react-instantsearch
redis-json,9972,AkashBabu/redis-json
us-state-codes,9972,mdzhang/us-state-codes
pure-css-loader,9971,raphaelfabeni/css-loader
syslog-client,9970,paulgrove/node-syslog-client
react-recaptcha-v3,9968,codeep/react-recaptcha-v3
quad-indices,9964,Jam3/quad-indices
react-native-wheel-picker-android,9960,kalontech/ReactNativeWheelPicker
fetch-h2,9960,grantila/fetch-h2
@github/mini-throttle,9958,github/mini-throttle
angular-ui-ace,9957,angular-ui/ui-ace
taco-livereload,9956,microsoft/TACO
@intacct/intacct-sdk,9955,Intacct/intacct-sdk-js
@schuchard/schematics-core,9953,
get-relative-path,9953,
babel-plugin-optimize-clsx,9952,merceyz/babel-plugin-optimize-clsx
serverless-reqvalidator-plugin,9950,RafPe/serverless-reqvalidator-plugin
@pdftron/pdfnet-node,9949,
cfn-response-promise,9949,ispyinternet/cfn-response-promise
@types/lodash.maxby,9947,DefinitelyTyped/DefinitelyTyped
mongodb-dbpath,9946,mongodb-js/dbpath
git-changed-files,9944,kandhavivekraj/git-changed-files
grunt-contrib-symlink,9944,gruntjs/grunt-contrib-symlink
x3-linkedlist,9943,x3cion/x3-linkedlist
@types/redux-promise,9940,DefinitelyTyped/DefinitelyTyped
@aws-cdk/aws-guardduty,9939,aws/aws-cdk
babel-plugin-module-extension-resolver,9939,shimataro/babel-plugin-module-extension-resolver
xml-flow,9937,matthewmatician/xml-flow
ssh2-promise,9936,sanketbajoria/ssh2-promise
space-pen,9936,atom-archive/space-pen
react-apple-login,9934,patelmayankce/react-apple-login
git-hooks,9934,tarmolov/git-hooks-js
compress-tag,9934,iansan5653/compress-tag
@aws-cdk/aws-fsx,9933,aws/aws-cdk
reactabular-table,9931,reactabular/reactabular
shellcheck,9931,gunar/shellcheck
@types/rc-tree,9930,DefinitelyTyped/DefinitelyTyped
react-native-swiper-flatlist,9929,gusgard/react-native-swiper-flatlist
get-mongodb-version,9928,mongodb-js/get-mongodb-version
eslint-config-reactjs,9928,Randagio13/eslint-config-reactjs
ethjs-rpc,9927,ethjs/ethjs-rpc
react-native-i18n,9927,AlexanderZaytsev/react-native-i18n
node-nlp,9926,axa-group/nlp.js
v-runtime-template,9923,alexjoverm/v-runtime-template
@microsoft/sp-build-web,9923,
odata-parser,9921,auth0/node-odata-parser
grunt-jsbeautifier,9920,vkadam/grunt-jsbeautifier
oas3-chow-chow,9920,atlassian/oas3-chow-chow
ipfs-bitswap,9916,ipfs/js-ipfs-bitswap
airbrake-js,9915,airbrake/airbrake-js
scss-comment-parser,9914,SassDoc/scss-comment-parser
awesome-bootstrap-checkbox,9914,flatlogic/awesome-bootstrap-checkbox
express-enrouten,9912,krakenjs/express-enrouten
polymorph-js,9911,notoriousb1t/polymorph
slate-dev-logger,9911,ianstormtaylor/slate
grunt-parallel,9909,iammerrick/grunt-parallel
react-data-export,9909,securedeveloper/react-data-export
gatsby-plugin-webfonts,9908,hupe1980/gatsby-plugin-webfonts
ng-drag-drop,9908,ObaidUrRehman/ng-drag-drop
cordova-promise-fs,9906,markmarijnissen/cordova-promise-fs
node-pushnotifications,9906,appfeel/node-pushnotifications
split-grid,9905,nathancahill/split
aurelia-pal-browser,9904,aurelia/pal-browser
fzy.js,9903,jhawthorn/fzy.js
@types/rollup-plugin-peer-deps-external,9903,DefinitelyTyped/DefinitelyTyped
configurable-date-input-polyfill,9903,KreutzerCode/configurable-date-input-polyfill
vendor-prefixes,9902,johnotander/vendor-prefixes
@ckeditor/ckeditor5-mention,9901,ckeditor/ckeditor5-mention
redirect-ssl,9901,nuxt-community/redirect-ssl
react-sizes,9900,renatorib/react-sizes
keyblade,9898,jeffijoe/keyblade
turf-centroid,9898,turf-junkyard/turf-centroid
binstring,9897,cryptocoinjs/binstring
draft-js-focus-plugin,9895,draft-js-plugins/draft-js-plugins
iced-lock,9893,maxtaco/iced-lock
minimatch-all,9892,joshwnj/minimatch-all
vue-barcode-reader,9889,olefirenko/vue-barcode-reader
react-avatar-edit,9887,kirill3333/react-avatar
@types/reach__tabs,9885,DefinitelyTyped/DefinitelyTyped
callguard,9885,grantila/callguard
@zendeskgarden/react-tags,9884,zendeskgarden/react-components
videojs-http-source-selector,9882,jfujita/videojs-http-source-selector
@types/string,9881,DefinitelyTyped/DefinitelyTyped
auth0-id-generator,9881,auth0/id-generator
react-sortable-tree-theme-full-node-drag,9881,frontend-collective/react-sortable-tree-theme-full-node-drag
@webex/plugin-messages,9880,
laravel-mix-merge-manifest,9878,KABBOUCHI/laravel-mix-merge-manifest
list-it,9874,takamin/list-it
react-xml-parser,9872,matanshiloah/xml-parser
ember-cli-fastboot,9872,ember-fastboot/ember-cli-fastboot
@bbob/parser,9871,JiLiZART/bbob
elm-hot-webpack-loader,9871,klazuka/elm-hot-webpack-loader
pdfvuer,9871,arkokoley/pdfvuer
ethjs-format,9871,ethjs/ethjs-format
react-native-user-inactivity,9871,
react-tweet-embed,9870,capaj/react-tweet-embed
eslint-plugin-require-path-exists,9869,BohdanTkachenko/eslint-plugin-require-path-exists
newman-reporter-teamcity,9868,leafle/newman-reporter-teamcity
@contentful/eslint-config-backend,9865,
material-ui-image,9865,TeamWertarbyte/material-ui-image
@polymer/iron-ajax,9864,PolymerElements/iron-ajax
dnd-core-cjs,9863,
bitgo,9862,BitGo/BitGoJS
@types/consolidate,9861,DefinitelyTyped/DefinitelyTyped
table-resolver,9861,reactabular/table-resolver
react-daum-postcode,9858,bernard-kms/react-daum-postcode
is-mongodb-running,9858,mongodb-js/is-mongodb-running
@aws-cdk/aws-mediaconvert,9857,aws/aws-cdk
html-to-vdom,9856,TimBeyer/html-to-vdom
zopflipng-bin,9856,imagemin/zopflipng-bin
boolean-parser,9853,riichard/boolean-parser-js
roughjs,9853,pshihn/rough
shrink-ray-current,9850,Alorel/shrink-ray
aurelia-templating-binding,9850,aurelia/templating-binding
node-opcua-client-crawler,9849,node-opcua/node-opcua
@types/highlightjs,9848,DefinitelyTyped/DefinitelyTyped
@ridi/object-case-converter,9848,ridi/object-case-converter
ethjs-schema,9848,ethjs/ethjs-schema
eslint-plugin-adonis,9847,AdonisCommunity/eslint-plugin-adonis
gulp-wrap-amd,9847,phated/gulp-wrap-amd
mocha-simple-html-reporter,9846,blond/mocha-simple-html-reporter
@0xproject/utils,9845,0xProject/0x-monorepo
mongoose-timestamp,9845,drudge/mongoose-timestamp
propget,9845,bigpipe/propget
reduplexer,9842,mcollina/reduplexer
@tds/core-flex-grid,9841,telus/tds-core
is-vendor-prefixed,9839,cssstats/is-vendor-prefixed
css-supports,9839,
inquirer-search-checkbox,9838,
@azure/storage-file-datalake,9838,Azure/azure-sdk-for-js
@types/get-stream,9838,
slate-collapse-on-escape,9837,ianstormtaylor/slate-plugins
node-pagerduty,9834,kmart2234/node-pagerduty
draft-js-plugins-utils,9831,
winston-sentry-log,9831,franciscofsales/winston-sentry-log
react-native-offline,9830,rgommezz/react-native-offline
@sinonjs/referee,9830,sinonjs/referee
ng-annotate-webpack-plugin,9829,jeffling/ng-annotate-webpack-plugin
html5parser,9829,acrazing/html5parser
sentiment,9827,thisandagain/sentiment
ember-css-transitions,9826,peec/ember-css-transitions
@types/node-statsd,9826,DefinitelyTyped/DefinitelyTyped
node-opcua-certificate-manager,9825,node-opcua/node-opcua
tailwind,9825,thenativeweb/tailwind
hash-arg,9824,takamin/hash-arg
eslint-plugin-office-addins,9822,OfficeDev/Office-Addin-Scripts
jest-file-snapshot,9820,satya164/jest-file-snapshot
tiktok-scraper,9818,drawrowfly/tiktok-scraper
node-routeros,9818,aluisiora/node-routeros
cli-util,9817,cli-kit/cli-util
@editorjs/raw,9817,editor-js/raw
@elastic/request-crypto,9817,
normalize-hex,9816,miguelmota/normalize-hex
@types/fast-text-encoding,9816,DefinitelyTyped/DefinitelyTyped
md5-typescript,9815,Hipparch/Md5-typescript
cli-regexp,9814,cli-kit/cli-regexp
@microsoft/gulp-core-build-typescript,9813,microsoft/rushstack
styled-bootstrap-grid,9812,dragma/styled-bootstrap-grid
helpful-decorators,9811,NetanelBasal/helpful-decorators
@aws-sdk/client-wafv2,9811,
@types/cssbeautify,9808,DefinitelyTyped/DefinitelyTyped
image-thumbnail,9807,onildoaguiar/image-thumbnail
azure-maps-control,9807,
@leafygreen-ui/badge,9807,
react-typography,9806,KyleAMathews/typography.js
vue-rx,9800,vuejs/vue-rx
pdf-text-extract,9799,nisaacson/pdf-text-extract
jsdoc-json,9798,tschaub/jsdoc-json
limes,9798,thenativeweb/limes
@types/socket.io-redis,9798,DefinitelyTyped/DefinitelyTyped
confidence,9797,
cornerstone-math,9797,cornerstonejs/cornerstoneMath
gatsby-plugin-netlify-cms,9797,gatsbyjs/gatsby
google-it,9793,PatNeedham/google-it
@types/intl-relativeformat,9793,DefinitelyTyped/DefinitelyTyped
expo-sms,9792,expo/expo
travis-ci,9792,pwmckenna/node-travis-ci
famfamfam-flags,9792,legacy-icons/famfamfam-flags
jspm-registry,9791,jspm/registry-endpoint
xterm-addon-attach,9790,xtermjs/xterm.js
queue-promise,9790,Bartozzz/queue-promise
rollup-plugin-hypothetical,9790,Permutatrix/rollup-plugin-hypothetical
array-from-polyfill,9789,
@aws-cdk/aws-autoscalingplans,9788,aws/aws-cdk
typescript-ioc,9788,thiagobustamante/typescript-ioc
aurelia-event-aggregator,9787,aurelia/event-aggregator
@js-joda/locale_de,9786,js-joda/js-joda-locale
react-native-static-safe-area-insets,9785,Gaspard-Bruno/react-native-static-safe-area-insets
lottie-api,9785,
@betterer/regexp,9783,phenomnomnominal/betterer
@types/npm-packlist,9782,DefinitelyTyped/DefinitelyTyped
@frctl/fractal,9782,frctl/fractal
await-busboy,9779,aheckmann/await-busboy
@leafygreen-ui/toggle,9778,
@aws-cdk/aws-workspaces,9777,aws/aws-cdk
@frctl/handlebars,9776,frctl/handlebars
userhome,9776,shama/userhome
int24,9776,matanamir/int24
aframe,9775,aframevr/aframe
cacheable-response,9773,Kikobeats/cacheable-response
iobroker.js-controller,9772,ioBroker/ioBroker.js-controller
@aws-cdk/aws-inspector,9772,aws/aws-cdk
to-mongodb-core,9771,sorribas/to-mongodb-core
knex-postgis,9771,jfgodoy/knex-postgis
dash-table,9771,plotly/dash-table
@aws-cdk/aws-iot1click,9771,aws/aws-cdk
typeorm-model-generator,9768,Kononnable/typeorm-model-generator
aurelia-router,9768,aurelia/router
pigeon-maps,9768,mariusandra/pigeon-maps
@aws-cdk/aws-medialive,9767,aws/aws-cdk
@aws-cdk/aws-opsworks,9766,aws/aws-cdk
@atlaskit/smart-card,9766,atlassian/atlaskit-mk-2
csswring,9765,hail2u/node-csswring
turf-circle,9764,
vue-html-to-paper,9762,
aurelia-templating-router,9762,aurelia/templating-router
@syncfusion/ej2-office-chart,9761,
cordova-plugin-actionsheet,9761,EddyVerbruggen/cordova-plugin-actionsheet
babel-flow-types,9761,babel-utils/babel-flow-types
babel-preset-es2015-without-strict,9760,fancyboynet/babel-preset-es2015-without-strict
dms-conversion,9760,WSDOT-GIS/dms-js
inline-worker,9760,mohayonao/inline-worker
react-gsap,9759,bitworking/react-gsap
turf-collect,9757,turf-junkyard/turf-aggregate
@execonline-inc/maybe-adapter,9751,execonline-inc/CooperTS
sharedb,9750,share/sharedb
sfcc-ci,9750,
biguint-format,9750,T-PWK/biguint-format
typeface-lato,9749,KyleAMathews/typefaces
@aws-cdk/aws-managedblockchain,9749,aws/aws-cdk
@alcalzone/release-script,9748,AlCalzone/release-script
@canvas/image-data,9747,node-gfx/image-data
@reach/window-size,9746,reach/reach-ui
@swimlane/ngx-dnd,9746,swimlane/ngx-dnd
clean-react-props,9746,ryanhefner/clean-react-props
angular-simple-logger,9744,nmccready/angular-simple-logger
interrogator,9744,ForbesLindesay/interrogator
@execonline-inc/collections,9744,execonline-inc/CooperTS
@aws-cdk/aws-robomaker,9743,aws/aws-cdk
@shopify/webpack-plugin-hash-output,9740,
react-selecto,9739,
nuxt-user-agent,9739,fukuiretu/nuxt-user-agent
jquery-ui-sortable,9737,
@types/twitter-text,9736,DefinitelyTyped/DefinitelyTyped
serverless-plugin-vpc-eni-cleanup,9736,medikoo/serverless-plugin-vpc-eni-cleanup
@types/sql.js,9736,DefinitelyTyped/DefinitelyTyped
@types/aws-iot-device-sdk,9735,DefinitelyTyped/DefinitelyTyped
@aws-cdk/aws-iotthingsgraph,9735,aws/aws-cdk
@js-joda/locale_es,9734,js-joda/js-joda-locale
webpack-auto-inject-version,9730,radswiat/webpack-auto-inject-version
@data-ui/histogram,9729,williaster/data-ui
react-context-devtool,9727,deeppatel234/react-context-devtool
latlon-geohash,9726,chrisveness/latlon-geohash
@scullyio/ng-lib,9724,scullyio/scully
layout-bmfont-text,9724,Jam3/layout-bmfont-text
@syncfusion/ej2-vue-base,9724,syncfusion/ej2-vue-ui-components
